"Участок 7,4сот. (промназначения)",2054054,7.0,"Тюменская обл., Тюмень, Калининский округ",2024-04-06 16:17:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_50_sot._promnaznacheniya_2273474068,12,avito,Не указан,{'https://30.img.avito.st/image/1/1.eICI1La51Gm-fRZs9PVR6_d21m82dVZh_nDWazph0Gs.Q0HvMQI_om8Ts4RejZzO3iQXl-k8uo-95ePOeClG-mk'}
Участок 28сот. (промназначения),642857,2.0,"Тюменская обл., Тюменский р-н, с. Яр, ул. Павла Бузолина, 61",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_52_sot._promnaznacheniya_3380915487,13,avito,Не указан,{'https://40.img.avito.st/image/1/1.JMSbTba5iC2t5Eoo3zUf1-jviisl7Aol7emKLyn4jC8.9W2zHRGSXgkjqRI76llojHgxXcXJSAmTnkHhhjpp5K4'}
"Участок 40,2сот. (промназначения)",149254,40.0,"Тюменская обл., Тюмень, Ленинский округ",2024-03-02 14:04:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_86_sot._promnaznacheniya_3488332980,15,avito,Не указан,{'https://70.img.avito.st/image/1/1.6FqT3ba5RLOldIa2z-KgN-F_RrUtfMa75XlGsSFoQLE.7lSQR49nsib2b3NLVbE5CIdmOmevTXOu3uS1MPLlNE8'}
"Участок 1,5га (промназначения)",200000,15.0,"Тюменская обл., Тюмень, жилой комплекс Москва",2024-03-05 13:34:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_164_sot._promnaznacheniya_3641762840,16,avito,Не указан,{'https://80.img.avito.st/image/1/1.FQc4DLa5ue4OpXvrHixdPiCuu-iGrTvmTqi77Iq5vew.bahQlhT9xvETJbMwDJi797GZdk1dM0CC_zFvLlnWLFc'}
"Участок 1,39га (промназначения)",1208633,13.0,"Тюменская обл., Тюменский р-н, д. Дударева, жилой комплекс Гринвуд",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_18_sot._promnaznacheniya_3633290634,17,avito,Не указан,{'https://60.img.avito.st/image/1/1.ladnHra5OU5Rt_tLQSC--Wu8O0jZv7tGEbo7TNWrPUw.LyN5nUHP2LCaNupWOuprT-hJxg6cnnql71zvwsm0XoY'}
Участок 100сот. (промназначения),145000,10.0,"Тюменская обл., Тюмень, Старый Тобольский тракт, 2-й километр",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_2_ga_promnaznacheniya_3856964568,18,avito,Не указан,{'https://50.img.avito.st/image/1/1.3oFndLa5cmhR3bBtVwuCuBfWcG7Z1fBgEdBwatXBdmo.wWSOCpd0eGrOkZCWjtKcGs2xmI3IrBAn779rxAlNXwc'}
Участок 32га (промназначения),15625,320.0,"Тюменская обл., Тюменский р-н, с. Горьковка",2024-03-09 12:25:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_10_sot._promnaznacheniya_3653986729,19,avito,Не указан,{'https://50.img.avito.st/image/1/1.zYvVCra6YWLjo6NnwwnJ7xqpZ2hhKWmgZKljZHWvYw.hbEJ7iTTAHejTMr7FvEQ3TjkrREKZOfx38PBFuEjaWM'}
"Участок 2,34га (промназначения)",1496731,23.0,"Тюменская обл., Тюмень, Калининский округ",2024-03-02 12:15:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_38_sot._promnaznacheniya_3801171083,20,avito,Не указан,{'https://50.img.avito.st/image/1/1.ivxs5ba5JhVaTOQQdMfmnlJHJBPSRKQdGkEkF95QIhc.fiyyv_8ndLGsxE83-m8KA2DCvkCgLSCyDaQ-dWjt6-M'}
"Участок 1,01га (промназначения)",79208,10.0,"Тюменская обл., Тюмень, Старый Тобольский тракт, 5-й километр",2024-03-02 13:31:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_100_sot._promnaznacheniya_2181208806,21,avito,Не указан,{'https://00.img.avito.st/image/1/1.YyMOMLa5z8o4mQ3PRHF2TnySzcywkU3CeJTNyLyFy8g.cIUJX01uuwwylFJUqY4WqJVEcYVL9tUuLmJ__Rd74jE'}
"Участок 58,4сот. (промназначения)",1691781,58.0,"Тюменская обл., Тюмень, Лесопарковая ул.",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_21_sot._promnaznacheniya_3764821251,22,avito,Не указан,{'https://50.img.avito.st/image/1/1.bwHdAra5w-jrqwHtjxcmdumgwe5jo0Hgq6bB6m-3x-o.sYEZ9u4MdTu0L2GcNpngIMW7QNMUZccDkCqmYJh_J5o'}
"Участок 1,18га (промназначения)",1276,117.0,"Тюменская обл., Тюмень, Ленинский округ",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_30_sot._promnaznacheniya_3624270893,23,avito,Не указан,{'https://90.img.avito.st/image/1/1.XkZ1cLa58q9D2TCqRWknPgrS8KnL0XCnA9TwrcfF9q0.sC_YHdcAe9MPU7usN9Gwe_-OXfzRTPcdik_oT8kG2vE'}
"Участок 11,2сот. (промназначения)",1607143,11.0,"Тюменская обл., Тюменский р-н, д. Дударева",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_40_sot._promnaznacheniya_3865149674,24,avito,Не указан,{'https://40.img.avito.st/image/1/1.qJonlLa5BHMRPcZ2e9L94lY2BnWZNYZ7UTAGcZUhAHE.vRg6_xoenzqHOUK65JeH9iADxsoejx1U_uxNlwBp3Wk'}
Участок 30сот. (промназначения),150033,3.0,"Тюменская обл., Тюмень, Центральный округ",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_20_sot._promnaznacheniya_3811097379,25,avito,Не указан,{'https://00.img.avito.st/image/1/1._hEEcLa5Uvgy2ZD9dG_MCnTSUP660dDwctRQ-rbFVvo.Th_NeSH0_CU_Afie4X5XjWXzkruEOR84JS58gsJd0v0'}
"Участок 52,7сот. (промназначения)",90417,52.0,"Тюменская обл., Тюмень, мкр-н Антипино",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_221_sot._promnaznacheniya_3562161424,26,avito,Не указан,{'https://20.img.avito.st/image/1/1.cGbllra53I_TPx6KifM9IZU03olbN16HkzLejVcj2I0.bMUFpTanfRyzK8RKMpPksj5mz0RXNwa-AMP0IWqHc_o'}
Участок 20сот. (промназначения),67500,2.0,"Тюменская обл., Тюмень, Ленинский округ",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_10_sot._promnaznacheniya_3122687185,27,avito,Не указан,{'https://20.img.avito.st/image/1/1.hfyN67a5KRW7QusQi7WqrvtJKxMzSqsd-08rFz9eLRc.sMZsXr5-8mDBnwsq1X1mu8j-tR6nLnSwKcb8r6CKK9M'}
"Участок 4,3сот. (промназначения)",658140,4.0,"Тюменская обл., Тюмень, Варшавская ул.",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_12_ga_promnaznacheniya_1857271512,29,avito,Не указан,{'https://00.img.avito.st/image/1/1.dzqGwLa529OwaRnW5NFRF_Fi2dU4YVnb8GTZ0TR139E.v32V7UEauk7N9N6tXaS1J1XMtQ1yJpnVimyO05i6G6w'}
Участок 6га (промназначения),141667,60.0,"Тюменская обл., Тюмень, Тобольский тракт",2024-03-08 22:08:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_216_sot._promnaznacheniya_3774316958,30,avito,Не указан,{'https://90.img.avito.st/image/1/1.CyS_17a6p82JfmXIpZsxBFp0occL9K8PDnSlyx9ypQ.L0Rf61hSCiugZw-c82HRqr8Ys7SvZkBAv73vsan9lbA'}
Участок 10сот. (промназначения),150000,1.0,"Тюменская обл., Тюмень, Ленинский округ",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_18_sot._promnaznacheniya_3825276865,31,avito,Не указан,{'https://50.img.avito.st/image/1/1.i7ns3La5J1DadeVV9sK4opx-JVZSfaVYmnglUl5pI1I.LEDTPmae0r37MS5cFqgAT83v9c9EdF26Cnjyrhb6exg'}
"Участок 2,4сот. (промназначения)",1458333,2.0,"Тюменская обл., Тюмень, Пролетарская ул.",2024-03-09 20:23:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_50_sot._promnaznacheniya_3125428859,32,avito,Не указан,{'https://80.img.avito.st/image/1/1.8xSp4La5X_2fSZ34w8vEP9xCXfsXQd3130Rd_xtVW_8.EkcabCZU68cOaOu9ezGPjnrV5C6atfjAb2QRVfLhn7Y'}
"Участок 6,8сот. (промназначения)",955882,6.0,"Тюменская обл., Тюмень, ул. Червишевский Тракт",2024-04-02 17:20:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_20_sot._promnaznacheniya_3993936299,33,avito,Не указан,{'https://10.img.avito.st/image/1/1.HI1oOra5sGRek3JhXDI2zBaYsmLWmzJsHp6yZtqPtGY.5MUtcT2OuO5eHmMB8bTZZYHCk0jWSQNg-va2ibO6ABA'}
Участок 50сот. (промназначения),140000,5.0,"Тюменская обл., Велижанский тракт",2024-04-04 20:34:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_12_ga_promnaznacheniya_3803412531,34,avito,Не указан,{'https://10.img.avito.st/image/1/1.L4zs2ra6g2Xac0FgvrpV4wF5hW9Y-YunXXmBY0x_gQ.jLJQTZndZnUeJ63NcqVAFUM5hPXNWxRn5JeHh4HnC9A'}
"Участок 1,5га (промназначения)",3333,15.0,"Тюменская обл., Тюмень",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_31_sot._promnaznacheniya_3652256071,35,avito,Не указан,{'https://30.img.avito.st/image/1/1.hZs0ULa5KXIC-et3Mj6RujzyK3SK8at6QvQrcIblLXA.Jrf0asGjFFfx_4myV9SzcBrxRdry2iVzoL1cPQj2ZGE'}
Участок 35сот. (промназначения),150000,3.0,"Тюменская обл., Тюмень, Ленинский округ",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_1428_ga_promnaznacheniya_4321911007,36,avito,Не указан,{'https://20.img.avito.st/image/1/1.cBUc17a53Pwqfh75cKZCDmx13vqidl70anPe_q5i2P4.zOIirhc53gYO0QFVlhA22z95bd6EqEfvoa1cNKiFPbI'}
"Участок 2,7сот. (промназначения)",59259259,2.0,"Тюменская обл., Тюмень, ул. Республики, 294",2024-03-04 01:03:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_85_sot._promnaznacheniya_3811036462,37,avito,Не указан,{'https://60.img.avito.st/image/1/1.rAwtr7a5AOUbBsLgefX9NiANAuOTDoLtWwsC558aBOc.vrwgIf42ocwdODlYUd5TZZybEicBgyVZ39SW3owAOIM'}
"Участок 3,2га (промназначения)",103125,32.0,"Тюменская обл., Тюмень, Салаирский тракт, 10-й километр",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_30_sot._promnaznacheniya_3867945052,38,avito,Не указан,{'https://10.img.avito.st/image/1/1._24VEra5U4cju5GCZwGORmSwUYGrs9GPY7ZRhaenV4U.IpGKw89KRF-DQ3jv9ike8CiNWD7UbEghxfeq_feCzVg'}
"Участок 6,8сот. (промназначения)",955882,6.0,"Тюменская обл., Тюмень, ул. Червишевский Тракт",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_10_ga_promnaznacheniya_3757531097,39,avito,Не указан,{'https://20.img.avito.st/image/1/1.K5hm_7a5h3FQVkV0PNNQklxdhXfYXgV5EFuFc9RKg3M.XmmBqUNA4PnAAQuO4XJOC4hkr5-zy2uMu0DIPMLPvG4'}
"Участок 51,1сот. (промназначения)",136986,51.0,"Тюменская обл., Тюмень, 1-й км Старый Тобольский тракт",2024-03-04 04:10:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_25_ga_promnaznacheniya_3576559568,41,avito,Не указан,{'https://40.img.avito.st/image/1/1.NdYrIba5mT8diFs6TTlv9jeDmzmVgBs3XYWbPZmUnT0.5ao6RhqWcXLqr24GOQyI_HyIXN3s9Mcdww5X-AC0Vbk'}
"Участок 4,3га (промназначения)",19767,43.0,"Тюменская обл., Тюменский р-н, с. Кулаково",2024-04-02 17:20:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_10_sot._promnaznacheniya_2500896011,42,avito,Не указан,{'https://60.img.avito.st/image/1/1.eAIg9ba51OsWXBbuXMxVQ15X1u2eVFbjVlHW6ZJA0Ok.dtXWSRjNjUom9b8eU1cy74DJcCS0V_HIjLiqdGGbv3I'}
"Участок 26,6сот. (промназначения)",1500000,26.0,"Тюменская обл., Тюмень, жилой комплекс Плеханово",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_60_sot._promnaznacheniya_3842917384,43,avito,Не указан,{'https://40.img.avito.st/image/1/1.m7GnVra5N1iR__VdnTz4uLj0NV4Z97VQ0fI1WhXjM1o.MTjtqVBRv_gAkdhhR5XBpIZ9lhUEvELrtLEgKb8obzQ'}
"Участок 21,6сот. (промназначения)",1541667,21.0,"Тюменская обл., Тюменский р-н, д. Дударева",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_100_sot._promnaznacheniya_3888352425,44,avito,Не указан,{'https://50.img.avito.st/image/1/1.b1A6dLa5w7kM3QG8aA07KEvWwb-E1UGxTNDBu4jBx7s.b0bmJ8npYslNY40CsQFtgkbYf_N9Qn4r8DHfP8gC28I'}
Участок 52сот. (промназначения),88462,5.0,"Тюменская обл., Тюмень, Ленинский округ",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_124_sot._promnaznacheniya_3774482793,45,avito,Не указан,{'https://40.img.avito.st/image/1/1.qudDVba5Bg51_MQLG3-3z0X3BAj99IQGNfEEDPHgAgw.deLfinKDcBv9OQ0lQ3LfgYGqyiINpYwNIKbW1sqcmMo'}
Участок 10сот. (промназначения),150000,1.0,"Тюменская обл., Тюмень, Старый Тобольский тракт, 149",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_100_sot._promnaznacheniya_1001947410,46,avito,Не указан,{'https://50.img.avito.st/image/1/1.3RMIVra5cfo-_7P_Pn3PSgD0c_y29_PyfvJz-Lrjdfg.OFRsUR9yv07o1guNosS7jmfEF5bp4cGfFBZJ0eo48kM'}
"Участок 14,6сот. (промназначения)",849315,14.0,"Тюменская обл., Тюмень, ул. 50 лет Октября",2024-03-01 15:18:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_102_ga_promnaznacheniya_3676004782,48,avito,Не указан,{'https://30.img.avito.st/image/1/1.mRe8WLa5Nf6K8ff7glq-TIj6N_gC-bf2yvw3_A7tMfw.9tCcZEDA8BLRfVaDAKsOn1I2br43H32H6iaKVKpNtPw'}
"Участок 62,7сот. (промназначения)",157097,62.0,"Тюменская обл., Тюмень, Тобольский тракт",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_136_sot._promnaznacheniya_3056984527,49,avito,Не указан,{'https://10.img.avito.st/image/1/1.NRgo67a5mfEeQlv0TvMhLVtJm_eWShv5Xk-b85penfM.hmkO4Z4onHFdEJEYi9ufpFapqWVgsOEVjTJ_HvuCd5o'}
"Участок 26,1сот. (промназначения)",1321839,26.0,"Тюменская обл., Тюмень, жилой комплекс Дом Форм",2024-04-02 22:12:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_102_ga_promnaznacheniya_3676004782,50,avito,Не указан,{'https://70.img.avito.st/image/1/1.4kUfSra5Tqwp44ypV2XRTwboTKqh68ykae5Mrq3_Sq4.xMYifOdP0aQ8HzCu0OYhN_Wxckyolm9qEQi5jDy07-E'}
Участок 50сот. (промназначения),170000,5.0,"Тюменская обл., Велижанский тракт",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_136_sot._promnaznacheniya_3056984527,51,avito,Не указан,{'https://20.img.avito.st/image/1/1.NPw5hba5mBUPLFoQXd18wEonmhOHJBodTyGaF4swnBc.exWxDW34doO6BHaDw4eQ9MQ_19H_JNIgtCZBx8ieUIQ'}
"Участок 4,3га (промназначения)",16512,43.0,"Тюменская обл., Тюменский р-н, Кулаковское муниципальное образование, коттеджный пос. Соловьиная роща",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_15_sot._promnaznacheniya_3096414481,52,avito,Не указан,{'https://30.img.avito.st/image/1/1.X0atLra586-bhzGqn2NWCt2M8akTj3Gn24rxrR-b960.LI8YKZSTfCq14ZFT3eu7X9v1w12BaE-4irw-_SjE4ww'}
"Участок 8,26га (промназначения)",60540,825.0,"Тюменская обл., Тюмень, мкр-н Тюменский-1",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_50_sot._promnaznacheniya_4258042334,53,avito,Не указан,{'https://20.img.avito.st/image/1/1.D2QIvra5o40-F2GIGvYeMHkcoYu2HyGFfhqhj7oLp48.c_okwpVYBl8lPoWdug1WIoGZ2HoSLOvciZ5qSYH0-S0'}
"Участок 2,2га (промназначения)",37855,22.0,"Тюменская обл., Тюмень, мкр-н Березняковский",2024-03-09 22:19:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_76_sot._promnaznacheniya_2993982120,54,avito,Не указан,{'https://30.img.avito.st/image/1/1.9gRDLra5Wu11h5joI0X-eFeMWOv9j9jlNYpY7_GbXu8.mdJnLzaL_PU1MxqBP4icLd4l8Pf8fyb1KylL6ajkLZw'}
"Участок 52,7сот. (промназначения)",90417,52.0,"Тюменская обл., Тюмень, мкр-н Антипино",2024-03-07 22:10:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_328_sot._promnaznacheniya_3994306313,55,avito,Не указан,{'https://20.img.avito.st/image/1/1.ZyAvOLa5y8kZkQnMbV0uWlyayc-RmUnBWZzJy52Nz8s.jXhntTaitBjc5t-EFOcTH14HR7s3yC3_0lhyPACVAGU'}
Участок 50сот. (промназначения),169000,5.0,"Тюменская обл., Тюмень, Ленинский округ",2024-04-05 12:34:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_683_sot._promnaznacheniya_2545837304,56,avito,Не указан,{'https://00.img.avito.st/image/1/1.hUzUOLa5KaXikeug0j75LaOaK6Nqmautopwrp2aNLac.jHQIXjvoyXj-4c4kvHCOuvCzebl4cGBM1gQX8M_oTiQ'}
"Участок 7,1сот. (промназначения)",239437,7.0,"Тюменская обл., Тюменский р-н, с. Луговое",2024-04-05 22:10:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_14_ga_promnaznacheniya_2495154168,57,avito,Не указан,{'https://10.img.avito.st/image/1/1.j_9N57a5IxZ7TuETX8W7-zNFIRDzRqEeO0MhFP9SJxQ.FpNpJx27Y3hfEg0s-5bKCMiuv_Leyui4uNCkoGWJufI'}
Участок 9га (промназначения),3500,90.0,"Тюменская обл., Нижнетавдинский р-н, с. Средние Тарманы",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_100_sot._promnaznacheniya_3740784980,58,avito,Не указан,{'https://90.img.avito.st/image/1/1.9qNuZra5WkpYz5hPDhG7ix_EWEzQx9hCGMJYSNzTXkg.FKV7kSaqG5Ynmot2St5917fBcNumvvHCyn6wKHEV424'}
"Участок 1,22га (промназначения)",614754,12.0,"Тюменская обл., Тюмень, пр. Стахановцев",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_6_ga_promnaznacheniya_3336620388,59,avito,Не указан,{'https://70.img.avito.st/image/1/1.uN0ZFra5FDQvv9YxZRCp0mi0FjKnt5Y8b7IWNqujEDY.9JXFlZhXjGPS8qL_eed9WNvezx3kKn-jh3jr55mg1mg'}
"Участок 7,6сот. (промназначения)",1197368,7.0,"Тюменская обл., Тюмень, Столичная ул.",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_2_ga_promnaznacheniya_2909821950,60,avito,Не указан,{'https://50.img.avito.st/image/1/1.rqhem7a5AkFoMsBEDq2Islw5AEfgOoBJKD8AQ-wuBkM.6yqmHwDHW6WsaU2LfvzZdcTsmfZy1yoIkonQU7h2Q_w'}
"Участок 2,4га (промназначения)",62526,239.0,"Тюменская обл., Тюменский р-н, д. Решетникова",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_15_sot._promnaznacheniya_2910282791,61,avito,Не указан,{'https://90.img.avito.st/image/1/1.jLyY27a6IFWucuJQjKHF-UF4Jl8s-CiXKXgiUzh-Ig.wD-v4PepPvrTmkkHDgBw0FTtSbXjTgRKVAGVWLEuEWY'}
"Участок 7,6сот. (промназначения)",1250000,7.0,"Тюменская обл., Тюмень, мкр-н Восточный",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_85_sot._promnaznacheniya_2861199752,62,avito,Не указан,{'https://00.img.avito.st/image/1/1.3SHGtba5ccjwHLPN8IasZeUXc854FPPAsBFzynQAdco.FGEL_iUhfQ3FPRg9uB_J8FwFmq1wC43feoL7qoDTFe4'}
"Участок 5,7сот. (промназначения)",1473684,5.0,"Тюменская обл., Тюмень, Береговая ул.",2024-03-06 19:23:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_101_ga_promnaznacheniya_2602958679,63,avito,Не указан,{'https://40.img.avito.st/image/1/1.KU1XWba5haRh8EehCTlkViX7h6Lp-AesIf2HpuXsgaY.aVMYOmFkuf4ZmeB0_2ZXvAjF1ZWyvW1Iqb_UxceWMpY'}
"Участок 2,52га (промназначения)",101587,25.0,"Тюменская обл., Тюмень, мкр-н Верхний Бор",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_26_sot._promnaznacheniya_2658842327,65,avito,Не указан,{'https://70.img.avito.st/image/1/1.njD__La5MtnJVfDcz9azII5eMN9BXbDRiVgw201JNts.xAgsGGNY6ndinTasWmV0GklfIACpVPhPR4NSutNwpzU'}
Участок 86сот. (промназначения),406965,8.0,"Тюменская обл., Тюмень, Ленинский округ",2024-04-06 14:14:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_43_sot._promnaznacheniya_3836325486,67,avito,Не указан,{'https://60.img.avito.st/image/1/1.yZY8bLa5ZX8Kxad6Im_23SXOZ3mCzed3SshnfY7ZYX0.i8bZxkLBoeDLJfviO0W8JOVS53WnLtIAXYAV9axIQb4'}
"Участок 5,7га (промназначения)",8772,57.0,"Тюменская обл., Тюмень, ул. Московский Тракт",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_10_sot._promnaznacheniya_3604678230,68,avito,Не указан,{'https://10.img.avito.st/image/1/1.fYR0l7a50W1CPhNoAvYupAE102vKNlNlAjPTb8Yi1W8.oDK6Zr5KjIUa7lJ7GdCGbO6Ujm4qjUUHWJuY04B_VJc'}
"Участок 12,4сот. (промназначения)",1290323,12.0,"Тюменская обл., Тюмень, Обдорская ул.",2024-04-03 09:12:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_100_sot._promnaznacheniya_2394641456,69,avito,Не указан,{'https://10.img.avito.st/image/1/1.sTrc2La5HdPqcd_Wst7AZKh6H9VieZ_bqnwf0W5tGdE.FmWy-wF_2-VoVUi4RcXgsTA_FNEMMghgSnutqgmUxUk'}
